"#","00_NOM","01_DATA NAIXEMENT","02_RESPONSABLE 1","03_TELÃˆFON RESP. 1","04_MÃ’BIL RESP. 1","05_ADREÃ‡A ELECTR. RESP. 1","06_RESPONSABLE 2","07_TELÃˆFON RESP. 2","08_MÃ’BIL RESP. 2","09_ADREÃ‡A ELECTR. RESP. 2","10_ADREÃ‡A","11_LOCALITAT","12_CORREU ELECTRÃ’NIC","13_ALTRES TELÃˆFONS","14_CENTRE PROCEDÃˆNCIA","15_GRUPSCLASSE"
"1","Sabate Molina, Jordi","18/04/1997","Miro Carmona, Blanca","+34 XXXXXXX","+34 XXXXXXX","c/ del General Isaac Roldan Montoya","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Isaac Roldan Montoya","L'Armentera","jordi@mailintaor.com","","La Salle","ESO2A"
"1","Gimeno Alba, Ona","18/09/1996","Blanch Lazaro, Judit","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pablo Beltran Soler","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Pablo Beltran Soler","L'Armentera","ona@mailintaor.com","","La Salle","ESO2A"
"1","Ribera Prat, Arnau","23/07/1994","Aguilera Castaño, Aina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Martina Castaño Ortega","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Martina Castaño Ortega","L'Armentera","arnau@mailintaor.com","","La Salle","ESO2A"
"1","Sole Herrero, Víctor","21/05/1994","Dalmau Bautista, Quim","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marina Sancho Carreras","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Marina Sancho Carreras","L'Armentera","victor@mailintaor.com","","La Salle","ESO2A"
"1","Pons Roig, Daniela","30/03/1992","Cardona Pujol, Jaume","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joan Prats Marti","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Joan Prats Marti","L'Armentera","daniela@mailintaor.com","","La Salle","ESO2A"
"1","Jurado Suarez, Iker","16/04/1999","Oliver Gimeno, Elena","+34 XXXXXXX","+34 XXXXXXX","c/ del General Gerard Rius Lara","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Gerard Rius Lara","L'Armentera","iker@mailintaor.com","","La Salle","ESO2A"
"1","Pujol Lorente, Bruna","09/09/1990","Requena Benito, José","+34 XXXXXXX","+34 XXXXXXX","c/ del General Xavi Valverde Escobar","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Xavi Valverde Escobar","L'Armentera","bruna@mailintaor.com","","La Salle","ESO2A"
"1","Gallego Marti, Adam","01/10/1999","Mendez Ramon, Gerard","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alexandra Llorens Roman","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","gerard@mailintaor.com","c/ de l'aviador Alexandra Llorens Roman","L'Armentera","adam@mailintaor.com","","La Salle","ESO2A"
"1","Rivera Valls, Ivet","07/02/1994","Roman Vega, Xavier","+34 XXXXXXX","+34 XXXXXXX","c/ del General Antonio Rivera Gallardo","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","xavier@mailintaor.com","c/ de l'aviador Antonio Rivera Gallardo","L'Armentera","ivet@mailintaor.com","","La Salle","ESO2A"
"1","Avila Escudero, Andrea","23/02/1998","Marco Contreras, Judith","+34 XXXXXXX","+34 XXXXXXX","c/ del General Jordi Rubio Roman","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Jordi Rubio Roman","L'Armentera","andrea@mailintaor.com","","La Salle","ESO2A"
"1","Cano Paredes, Martina","26/10/1997","Ramos Ribera, Carla","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alba Rovira Farre","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","carla@mailintaor.com","c/ de l'aviador Alba Rovira Farre","L'Armentera","martina@mailintaor.com","","La Salle","ESO2B"
"1","Sola Herrero, Paula","13/06/1995","Sanz Rivas, Xavier","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adriana Crespo Gracia","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","xavier@mailintaor.com","c/ de l'aviador Adriana Crespo Gracia","L'Armentera","paula@mailintaor.com","","La Salle","ESO2B"
"1","Peña Puig, Carlota","27/08/1993","Sala Vicente, Axel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joana Casals Vicente","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Joana Casals Vicente","L'Armentera","carlota@mailintaor.com","","La Salle","ESO2B"
"1","Dominguez Marco, Elena","31/03/1990","Pozo Parra, Eva","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marta Gracia Colomer","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Marta Gracia Colomer","L'Armentera","elena@mailintaor.com","","La Salle","ESO2B"
"1","Ribera Estrada, Arnau","05/05/1999","Cuenca Martin, Judit","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ana Mateo Sanchez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Ana Mateo Sanchez","L'Armentera","arnau@mailintaor.com","","La Salle","ESO2B"
"1","Ferrer Grau, Aina","12/04/1992","Blasco Casanovas, Gerard","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joana Salvador Lozano","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","gerard@mailintaor.com","c/ de l'aviador Joana Salvador Lozano","L'Armentera","aina@mailintaor.com","","La Salle","ESO2B"
"1","Aguilera Reyes, Aitor","05/03/1995","Gonzalez Alba, Lluc","+34 XXXXXXX","+34 XXXXXXX","c/ del General Daniel Herrero Gimenez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Daniel Herrero Gimenez","L'Armentera","aitor@mailintaor.com","","La Salle","ESO2B"
"1","Casanovas Blanch, Salma","09/07/1990","Benitez Gimeno, Laia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Dídac Benito Alba","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","laia@mailintaor.com","c/ de l'aviador Dídac Benito Alba","L'Armentera","salma@mailintaor.com","","La Salle","ESO2B"
"1","Molina Robles, Axel","09/04/1997","Escobar Camacho, Naia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Mohamed Pascual Mata","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Mohamed Pascual Mata","L'Armentera","axel@mailintaor.com","","La Salle","ESO2B"
"1","Camps Soria, Alejandro","12/10/1999","Hidalgo Pozo, Martina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Mireia Bosch Sancho","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Mireia Bosch Sancho","L'Armentera","alejandro@mailintaor.com","","La Salle","ESO2B"
"1","Juan Guillen, Leo","11/08/1996","Cortes Zamora, Bruno","+34 XXXXXXX","+34 XXXXXXX","c/ del General Helena Arias Marco","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Helena Arias Marco","L'Armentera","leo@mailintaor.com","","La Salle","ESO2B"
"1","Navas Vazquez, Carlos","11/07/1997","Perez Sole, Oriol","+34 XXXXXXX","+34 XXXXXXX","c/ del General Samuel Sans Ortega","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","oriol@mailintaor.com","c/ de l'aviador Samuel Sans Ortega","L'Armentera","carlos@mailintaor.com","","La Salle","ESO2B"
"1","Casado Figueras, Ainhoa","17/01/1997","Carreras Montoya, Andrea","+34 XXXXXXX","+34 XXXXXXX","c/ del General Diego Blanco Puig","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","andrea@mailintaor.com","c/ de l'aviador Diego Blanco Puig","L'Armentera","ainhoa@mailintaor.com","","La Salle","ESO2B"
"1","Rivera Sancho, Ainhoa","20/07/1998","Ponce Serrano, Leo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ian Esteve Rivas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Ian Esteve Rivas","L'Armentera","ainhoa@mailintaor.com","","La Salle","ESO2B"
"1","Oliva Dalmau, Eloi","11/08/1994","Morales Espinosa, Salma","+34 XXXXXXX","+34 XXXXXXX","c/ del General Valentina Calderon Delgado","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","salma@mailintaor.com","c/ de l'aviador Valentina Calderon Delgado","L'Armentera","eloi@mailintaor.com","","La Salle","ESO2B"
"1","Rey Valero, Leire","20/11/1994","Velasco Hurtado, Javier","+34 XXXXXXX","+34 XXXXXXX","c/ del General Judith Gracia Marco","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","javier@mailintaor.com","c/ de l'aviador Judith Gracia Marco","L'Armentera","leire@mailintaor.com","","La Salle","ESO2B"
"1","Palacios Franco, Arlet","13/08/1995","Andres Flores, Laia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Laia Bautista Requena","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","laia@mailintaor.com","c/ de l'aviador Laia Bautista Requena","L'Armentera","arlet@mailintaor.com","","La Salle","ESO2B"
"1","Garcia Oliva, Aitana","19/07/1991","Ibañez Guillen, Alan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ian Rius Valle","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Ian Rius Valle","L'Armentera","aitana@mailintaor.com","","La Salle","ESO2B"
"1","Alvarez Riera, Ian","17/04/1995","Blasco Vazquez, Roc","+34 XXXXXXX","+34 XXXXXXX","c/ del General Javier Calvo Bautista","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Javier Calvo Bautista","L'Armentera","ian@mailintaor.com","","La Salle","ESO2B"
"1","Millan Escudero, Iker","29/06/1998","Escudero Pla, Miquel","+34 XXXXXXX","+34 XXXXXXX","c/ del General José Pons Heredia","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","miquel@mailintaor.com","c/ de l'aviador José Pons Heredia","L'Armentera","iker@mailintaor.com","","La Salle","ESO2B"
"1","Ribera Ferre, Cristina","30/03/1992","Blanch Salazar, Aina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leyre Miranda Ortiz","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Leyre Miranda Ortiz","L'Armentera","cristina@mailintaor.com","","La Salle","ESO2B"
"1","Bonet Ordoñez, Malak","12/09/1999","Guzman Rico, Alba","+34 XXXXXXX","+34 XXXXXXX","c/ del General Martina Bernal Campos","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alba@mailintaor.com","c/ de l'aviador Martina Bernal Campos","L'Armentera","malak@mailintaor.com","","La Salle","ESO2B"
"1","Acosta Blanch, Clara","15/11/1991","Carmona Mir, Pablo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lucía Santamaria Valencia","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Lucía Santamaria Valencia","L'Armentera","clara@mailintaor.com","","La Salle","ESO2B"
"1","Maldonado Luque, Noa","31/08/1991","Camps Sans, Xavi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Jordi Navas Delgado","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Jordi Navas Delgado","L'Armentera","noa@mailintaor.com","","La Salle","ESO2B"
"1","Blasco Galvez, Alan","26/08/1992","Merino Simon, Ariadna","+34 XXXXXXX","+34 XXXXXXX","c/ del General Albert Jimenez Pujol","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Albert Jimenez Pujol","L'Armentera","alan@mailintaor.com","","La Salle","ESO3A"
"1","Galvez Nieto, Izan","31/10/1995","Ponce Aguilera, Pablo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Jan Lara Mendez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Jan Lara Mendez","L'Armentera","izan@mailintaor.com","","La Salle","ESO3A"
"1","Pujol Mendoza, Alba","03/08/1993","Delgado Cabrera, Naia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Álvaro Carrasco Hurtado","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Álvaro Carrasco Hurtado","L'Armentera","alba@mailintaor.com","","La Salle","ESO3A"
"1","Ortiz Codina, Álvaro","14/09/1990","Rios Ramon, Andrea","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ferran Figueras Montoya","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","andrea@mailintaor.com","c/ de l'aviador Ferran Figueras Montoya","L'Armentera","alvaro@mailintaor.com","","La Salle","ESO3A"
"1","Salazar Blasco, Ainara","11/09/1995","Rivas Pallares, Blanca","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leyre Guillen Ferrer","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","blanca@mailintaor.com","c/ de l'aviador Leyre Guillen Ferrer","L'Armentera","ainara@mailintaor.com","","La Salle","ESO3A"
"1","Avila Galindo, Bruno","27/10/1992","Delgado Roig, Daniel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joana Martos Peña","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","daniel@mailintaor.com","c/ de l'aviador Joana Martos Peña","L'Armentera","bruno@mailintaor.com","","La Salle","ESO3A"
"1","Gallardo Simon, Víctor","24/07/1996","Amaya Bermudez, Mariona","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joan Parra Ibañez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Joan Parra Ibañez","L'Armentera","victor@mailintaor.com","","La Salle","ESO3A"
"1","Bosch Jurado, Jan","04/07/1992","Vidal Jimenez, José","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sergi Galvez Lozano","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Sergi Galvez Lozano","L'Armentera","jan@mailintaor.com","","La Salle","ESO3A"
"1","Robles Miguel, Ona","18/07/1998","Miralles Llorens, Valentina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Bruno Blasco Roldan","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","valentina@mailintaor.com","c/ de l'aviador Bruno Blasco Roldan","L'Armentera","ona@mailintaor.com","","La Salle","ESO3A"
"1","Mesa Badia, Dídac","12/03/1990","Viñas Campos, Quim","+34 XXXXXXX","+34 XXXXXXX","c/ del General Elsa Andres Bermudez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Elsa Andres Bermudez","L'Armentera","didac@mailintaor.com","","La Salle","ESO3A"
"1","Bueno Bautista, Judith","16/02/1996","Merino Alba, Laura","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adam Alarcon Merino","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Adam Alarcon Merino","L'Armentera","judith@mailintaor.com","","La Salle","ESO3A"
"1","Serrano Plaza, Sergi","19/12/1996","Suarez Murillo, Xavi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ana Oliver Ramon","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Ana Oliver Ramon","L'Armentera","sergi@mailintaor.com","","La Salle","ESO3A"
"1","Roman Martinez, David","12/02/1999","Abad Beltran, Rayan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Guillem Pons Ibañez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Guillem Pons Ibañez","L'Armentera","david@mailintaor.com","","La Salle","ESO3A"
"1","Ortiz Soto, Oriol","22/06/1992","Vargas Ros, Álvaro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pol Aguilar Borras","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Pol Aguilar Borras","L'Armentera","oriol@mailintaor.com","","La Salle","ESO3A"
"1","Camacho Valencia, Antonio","01/12/1999","Vazquez Casanovas, Xavier","+34 XXXXXXX","+34 XXXXXXX","c/ del General Axel Nieto Alsina","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","xavier@mailintaor.com","c/ de l'aviador Axel Nieto Alsina","L'Armentera","antonio@mailintaor.com","","La Salle","ESO3A"
"1","Soriano Alba, Martí","25/08/1992","Nadal Gomez, Joel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ainara Valero Ros","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Ainara Valero Ros","L'Armentera","marti@mailintaor.com","","La Salle","ESO3A"
"1","Rivera Gil, Miquel","24/03/1991","Arenas Casas, Aina","+34 XXXXXXX","+34 XXXXXXX","c/ del General Mar Puig Sala","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Mar Puig Sala","L'Armentera","miquel@mailintaor.com","","La Salle","ESO3A"
"1","Suarez Marti, Mar","12/02/1990","Carrillo Benitez, Alexandra","+34 XXXXXXX","+34 XXXXXXX","c/ del General Jan Moreno Acosta","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alexandra@mailintaor.com","c/ de l'aviador Jan Moreno Acosta","L'Armentera","mar@mailintaor.com","","La Salle","ESO3A"
"1","Ortiz Bernal, Miguel","29/10/1996","Rey Galan, Andrea","+34 XXXXXXX","+34 XXXXXXX","c/ del General Samuel Moya Dalmau","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","andrea@mailintaor.com","c/ de l'aviador Samuel Moya Dalmau","L'Armentera","miguel@mailintaor.com","","La Salle","ESO3A"
"1","Cardona Coll, Carlota","01/05/1990","Vidal Pastor, Leo","+34 XXXXXXX","+34 XXXXXXX","c/ del General Naia Alarcon Pereira","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Naia Alarcon Pereira","L'Armentera","carlota@mailintaor.com","","La Salle","ESO3A"
"1","Casado Ramos, Martina","23/03/1996","Sanchez Izquierdo, Iker","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lucas Velasco Puig","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Lucas Velasco Puig","L'Armentera","martina@mailintaor.com","","La Salle","ESO3A"
"1","Alarcon Benito, Mariona","29/07/1998","Santiago Pereira, Carlos","+34 XXXXXXX","+34 XXXXXXX","c/ del General Leyre Caballero Castro","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Leyre Caballero Castro","L'Armentera","mariona@mailintaor.com","","La Salle","ESO3A"
"1","Rius Guzman, Mireia","12/09/1990","Mendez Marti, Mireia","+34 XXXXXXX","+34 XXXXXXX","c/ del General Aina Vargas Bernal","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Aina Vargas Bernal","L'Armentera","mireia@mailintaor.com","","La Salle","ESO3A"
"1","Sanz Arias, Gisela","02/05/1990","Espinosa Mateu, Xavier","+34 XXXXXXX","+34 XXXXXXX","c/ del General Aya Reina Aguilar","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","xavier@mailintaor.com","c/ de l'aviador Aya Reina Aguilar","L'Armentera","gisela@mailintaor.com","","La Salle","ESO3A"
"1","Aguilar Aguilera, Carlota","13/03/1998","Santiago Esteban, Helena","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lucas Hurtado Ribas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Lucas Hurtado Ribas","L'Armentera","carlota@mailintaor.com","","La Salle","ESO3B"
"1","Bueno Carmona, Albert","07/03/1999","Guerra Millan, Emma","+34 XXXXXXX","+34 XXXXXXX","c/ del General Laura Contreras Marcos","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","emma@mailintaor.com","c/ de l'aviador Laura Contreras Marcos","L'Armentera","albert@mailintaor.com","","La Salle","ESO3B"
"1","Jurado Cano, Carlos","15/07/1999","Cuenca Domenech, Alejandro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Guillem Mir Romero","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Guillem Mir Romero","L'Armentera","carlos@mailintaor.com","","La Salle","ESO3B"
"1","Lazaro Sanchez, Judith","20/08/1997","Ortiz Aguilar, Elena","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sara Juan Royo","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Sara Juan Royo","L'Armentera","judith@mailintaor.com","","La Salle","ESO3B"
"1","Jimenez Mendez, Paula","15/10/1999","Zamora Torres, Aya","+34 XXXXXXX","+34 XXXXXXX","c/ del General Aina Vega Gonzalez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","aya@mailintaor.com","c/ de l'aviador Aina Vega Gonzalez","L'Armentera","paula@mailintaor.com","","La Salle","ESO3B"
"1","Soria Avila, Sara","04/07/1996","Carbonell Rivas, Judit","+34 XXXXXXX","+34 XXXXXXX","c/ del General Bruno Ribas Cuevas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Bruno Ribas Cuevas","L'Armentera","sara@mailintaor.com","","La Salle","ESO3B"
"1","Aguilar Valls, Biel","18/09/1994","Sierra Grau, Unai","+34 XXXXXXX","+34 XXXXXXX","c/ del General Izan Flores Lorente","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","unai@mailintaor.com","c/ de l'aviador Izan Flores Lorente","L'Armentera","biel@mailintaor.com","","La Salle","ESO3B"
"1","Segura Soto, Hugo","04/02/1999","Rojas Planas, Anna","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alejandro Miguel Lopez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","anna@mailintaor.com","c/ de l'aviador Alejandro Miguel Lopez","L'Armentera","hugo@mailintaor.com","","La Salle","ESO3B"
"1","Parra Vera, Aya","28/12/1998","Guerra Mora, Mohamed","+34 XXXXXXX","+34 XXXXXXX","c/ del General Ainara Guillen Amaya","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Ainara Guillen Amaya","L'Armentera","aya@mailintaor.com","","La Salle","ESO3B"
"1","Guerra Ibañez, Dídac","31/10/1990","Aguilar Molina, Marwa","+34 XXXXXXX","+34 XXXXXXX","c/ del General Adrià Carmona Rivera","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Adrià Carmona Rivera","L'Armentera","didac@mailintaor.com","","La Salle","ESO3B"
"1","Heredia Benito, Joana","23/10/1993","Castells Beltran, Álvaro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lola Bermudez Ramos","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Lola Bermudez Ramos","L'Armentera","joana@mailintaor.com","","La Salle","ESO3B"
"1","Sala Gil, Antonio","22/06/1997","Pozo Duran, Ayman","+34 XXXXXXX","+34 XXXXXXX","c/ del General Erik Gracia Grau","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Erik Gracia Grau","L'Armentera","antonio@mailintaor.com","","La Salle","ESO3B"
"1","Calderon Ponce, Carla","14/12/1994","Pastor Heredia, Nerea","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pau Camps Manzano","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","nerea@mailintaor.com","c/ de l'aviador Pau Camps Manzano","L'Armentera","carla@mailintaor.com","","La Salle","ESO3B"
"1","Mata Escudero, Oriol","20/03/1994","Arroyo Nieto, Naiara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sergio Vazquez Gutierrez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Sergio Vazquez Gutierrez","L'Armentera","oriol@mailintaor.com","","La Salle","ESO3B"
"1","Sole Paredes, Max","05/10/1997","Arias Miralles, Pol","+34 XXXXXXX","+34 XXXXXXX","c/ del General Xavi Marcos Rodriguez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Xavi Marcos Rodriguez","L'Armentera","max@mailintaor.com","","La Salle","ESO3B"
"1","Sans Sancho, Lucía","21/03/1999","Dalmau Miranda, Arlet","+34 XXXXXXX","+34 XXXXXXX","c/ del General Aitor Puig Lazaro","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","arlet@mailintaor.com","c/ de l'aviador Aitor Puig Lazaro","L'Armentera","lucia@mailintaor.com","","La Salle","ESO3B"
"1","Alba Manzano, Álvaro","06/10/1995","Rueda Delgado, Clara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Naia Miro Quintana","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","clara@mailintaor.com","c/ de l'aviador Naia Miro Quintana","L'Armentera","alvaro@mailintaor.com","","La Salle","ESO3B"
"1","Castells Castillo, Martí","30/07/1991","Rey Sole, Xavier","+34 XXXXXXX","+34 XXXXXXX","c/ del General Javier Casas Valero","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","xavier@mailintaor.com","c/ de l'aviador Javier Casas Valero","L'Armentera","marti@mailintaor.com","","La Salle","ESO3B"
"1","Marco Sabate, Isaac","04/05/1999","Soriano Bautista, Daniela","+34 XXXXXXX","+34 XXXXXXX","c/ del General Jaume Ordoñez Abad","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Jaume Ordoñez Abad","L'Armentera","isaac@mailintaor.com","","La Salle","ESO3B"
"1","Lopez Manzano, Antonio","12/02/1998","Caballero Ortega, Ariadna","+34 XXXXXXX","+34 XXXXXXX","c/ del General Lola Bonet Pereira","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Lola Bonet Pereira","L'Armentera","antonio@mailintaor.com","","La Salle","CFI1A"
